"UserID","Gender","Age","PreferredCategory","PreferredTopic","PreferredStyle","Level","AimScore"
"458","Male","54","ielts","grammar","explanation","advanced","5.5"
"459","Male","60","pte","reading,listening,writing","explanation","beginner","58"
"460","Male","42","ielts","grammar","explanation","advanced","6"
"461","Female","28","ielts","writing,speaking,reading,listening","example","beginner","5.5"
"462","Female","38","ielts","reading","example","beginner","9"
"463","Male","37","ielts","vocabulary","explanation","intermediate","6.5"
"464","Female","30","pte","writing,speaking,listening","example","intermediate","65"
"465","Male","47","ielts","writing,grammar","example","beginner","5.5"
"466","Female","42","ielts","writing,grammar","explanation","intermediate","8"
"467","Female","19","ielts","speaking","explanation","beginner","7"
"468","Male","33","ielts","speaking,grammar","explanation","beginner","7"
"469","Female","45","pte","writing,reading","example","advanced","73"
"470","Male","29","ielts","reading,grammar","example","beginner","7"
"471","Male","48","ielts","speaking,listening","example","beginner","7.5"
"472","Female","18","ielts","grammar,writing","example","intermediate","5"
"473","Male","29","ielts","speaking,grammar","example","advanced","5.5"
"474","Female","41","pte","reading,speaking,writing","example","intermediate","79"
"475","Male","28","ielts","reading","explanation","beginner","5.5"
"476","Male","55","ielts","speaking,grammar","example","beginner","7.5"
"477","Male","44","ielts","reading,listening","example","intermediate","8"
"478","Male","45","ielts","writing,speaking,listening","explanation","advanced","6"
"479","Female","50","pte","reading,grammar,writing","example","beginner","83"
"480","Female","29","ielts","reading","example","beginner","5"
"481","Female","47","pte","grammar,writing,reading","example","intermediate","79"
"482","Female","35","pte","speaking,reading,listening","example","advanced","65"
"483","Male","50","ielts","reading","example","intermediate","5.5"
"484","Male","19","pte","speaking,reading,writing","example","intermediate","58"
"485","Male","23","ielts","reading","example","beginner","6"
"486","Female","27","ielts","speaking,grammar","explanation","beginner","8"
"487","Male","51","ielts","reading,grammar","explanation","intermediate","7.5"
"488","Male","30","ielts","writing,speaking","example","intermediate","6"
"489","Male","59","ielts","reading,listening","explanation","beginner","5.5"
"490","Female","36","ielts","speaking,reading","explanation","advanced","6.5"
"491","Female","46","ielts","writing,speaking,listening","example","beginner","7.5"
"492","Female","32","ielts","writing,speaking","example","beginner","6.5"
"493","Female","32","ielts","reading,listening","explanation","beginner","5.5"
"494","Male","38","pte","writing,speaking,reading,listening","explanation","beginner","58"
"495","Female","26","ielts","speaking,listening","explanation","beginner","7"
"496","Female","50","ielts","vocabulary,grammar","explanation","advanced","5.5"
"497","Male","44","ielts","grammar","explanation","advanced","6"
"498","Male","28","ielts","writing,grammar","example","intermediate","5"
"499","Female","37","ielts","vocabulary,grammar","explanation","advanced","5.5"
"500","Male","28","ielts","speaking,grammar","example","intermediate","5.5"
